DATE,DTB3,DTB4WK,DTB6,DTB1YR
21/09/2006,4.79,4.63,4.85,
22/09/2006,4.8,4.64,4.83,
25/09/2006,4.76,4.62,4.82,
26/09/2006,4.76,4.56,4.83,
27/09/2006,4.76,4.51,4.82,
28/09/2006,4.75,4.44,4.82,
29/09/2006,4.77,4.5,4.83,
02/10/2006,4.76,4.56,4.83,
03/10/2006,4.78,4.62,4.83,
04/10/2006,4.8,4.69,4.81,
05/10/2006,4.81,4.72,4.84,
06/10/2006,4.82,4.66,4.86,
09/10/2006,.,.,.,
10/10/2006,4.87,4.7,4.9,
11/10/2006,4.89,4.81,4.91,
12/10/2006,4.93,4.84,4.93,
13/10/2006,4.92,4.84,4.94,
16/10/2006,4.96,4.92,4.95,
17/10/2006,4.96,4.97,4.95,
18/10/2006,4.96,4.96,4.94,
19/10/2006,4.97,4.93,4.96,
20/10/2006,4.96,4.91,4.95,
23/10/2006,4.99,4.96,4.98,
24/10/2006,5,5.06,4.99,
25/10/2006,4.99,5.05,4.98,
26/10/2006,4.99,5.07,4.98,
27/10/2006,4.98,5.06,4.96,
30/10/2006,4.97,5.07,4.96,
31/10/2006,4.95,5.09,4.93,
01/11/2006,4.94,5.1,4.9,
02/11/2006,4.94,5.1,4.93,
03/11/2006,4.96,5.1,4.98,
06/11/2006,4.96,5.1,4.98,
07/11/2006,4.95,5.11,4.96,
08/11/2006,4.97,5.11,4.96,
09/11/2006,4.96,5.11,4.96,
10/11/2006,4.97,5.12,4.96,
13/11/2006,4.96,5.1,4.96,
14/11/2006,4.96,5.15,4.95,
15/11/2006,4.96,5.15,4.96,
16/11/2006,4.96,5.14,4.97,
17/11/2006,4.96,5.11,4.95,
20/11/2006,4.95,5.12,4.95,
21/11/2006,4.94,5.17,4.95,
22/11/2006,4.92,5.16,4.95,
23/11/2006,.,.,.,
24/11/2006,4.91,5.14,4.94,
27/11/2006,4.92,5.16,4.94,
28/11/2006,4.91,5.18,4.93,
29/11/2006,4.91,5.17,4.93,
30/11/2006,4.9,5.14,4.91,
01/12/2006,4.9,5.14,4.86,
04/12/2006,4.88,5.07,4.85,
05/12/2006,4.86,4.79,4.84,
06/12/2006,4.86,4.82,4.86,
07/12/2006,4.85,4.83,4.86,
08/12/2006,4.84,4.8,4.89,
11/12/2006,4.81,4.76,4.88,
12/12/2006,4.81,4.78,4.87,
13/12/2006,4.82,4.77,4.88,
14/12/2006,4.83,4.78,4.89,
15/12/2006,4.79,4.69,4.88,
18/12/2006,4.84,4.7,4.9,
19/12/2006,4.84,4.75,4.89,
20/12/2006,4.84,4.78,4.89,
21/12/2006,4.84,4.75,4.87,
22/12/2006,4.86,4.73,4.89,
25/12/2006,.,.,.,
26/12/2006,4.87,4.7,4.91,
27/12/2006,4.85,4.66,4.91,
28/12/2006,4.87,4.64,4.91,
29/12/2006,4.89,4.65,4.9,
01/01/2007,.,.,.,
02/01/2007,4.94,4.66,4.91,
03/01/2007,4.92,4.75,4.9,
04/01/2007,4.91,4.7,4.88,
05/01/2007,4.92,4.71,4.9,
08/01/2007,4.95,4.75,4.93,
09/01/2007,4.95,4.81,4.93,
10/01/2007,4.96,4.85,4.93,
11/01/2007,4.98,4.89,4.95,
12/01/2007,4.96,4.89,4.96,
15/01/2007,.,.,.,
16/01/2007,4.98,4.9,4.96,
17/01/2007,4.99,4.92,4.96,
18/01/2007,4.99,4.87,4.96,
19/01/2007,5.01,4.86,4.97,
22/01/2007,5,4.87,4.98,
23/01/2007,5.01,4.93,4.98,
24/01/2007,5,4.9,4.97,
25/01/2007,5.01,4.87,4.98,
26/01/2007,5,4.84,4.98,
29/01/2007,5.01,4.84,4.99,
30/01/2007,5,4.9,4.98,
31/01/2007,4.99,4.91,4.96,
01/02/2007,5,4.9,4.96,
02/02/2007,5.01,4.92,4.96,
05/02/2007,5.02,4.97,4.96,
06/02/2007,5.01,5.05,4.96,
07/02/2007,5.02,5.06,4.96,
08/02/2007,5.03,5.06,4.96,
09/02/2007,5.02,5.06,4.97,
12/02/2007,5.04,5.07,4.98,
13/02/2007,5.03,5.15,4.97,
14/02/2007,5.02,5.14,4.96,
15/02/2007,5.03,5.14,4.95,
16/02/2007,5.04,5.14,4.96,
19/02/2007,.,.,.,
20/02/2007,5.05,5.15,4.96,
21/02/2007,5.04,5.18,4.96,
22/02/2007,5.05,5.17,4.97,
23/02/2007,5.05,5.16,4.97,
26/02/2007,5.05,5.15,4.97,
27/02/2007,4.99,5.13,4.89,
28/02/2007,5.01,5.13,4.91,
01/03/2007,5,5.15,4.9,
02/03/2007,4.98,5.14,4.87,
05/03/2007,4.97,5.14,4.87,
06/03/2007,4.99,5.15,4.89,
07/03/2007,4.97,5.14,4.88,
08/03/2007,4.95,5.14,4.88,
09/03/2007,4.96,5.13,4.93,
12/03/2007,4.96,5.14,4.92,
13/03/2007,4.94,5.14,4.89,
14/03/2007,4.92,5.14,4.89,
15/03/2007,4.91,5.12,4.91,
16/03/2007,4.9,5.09,4.93,
19/03/2007,4.93,5.09,4.92,
20/03/2007,4.92,5.13,4.91,
21/03/2007,4.91,5.14,4.87,
22/03/2007,4.92,5.14,4.88,
23/03/2007,4.94,5.15,4.9,
26/03/2007,4.93,5.14,4.88,
27/03/2007,4.93,5.11,4.88,
28/03/2007,4.92,5.08,4.87,
29/03/2007,4.91,4.95,4.86,
30/03/2007,4.9,4.97,4.86,
02/04/2007,4.91,5.03,4.88,
03/04/2007,4.91,5.06,4.88,
04/04/2007,4.92,5.06,4.87,
05/04/2007,4.9,5,4.87,
06/04/2007,4.91,5,4.9,
09/04/2007,4.89,4.99,4.9,
10/04/2007,4.89,4.91,4.89,
11/04/2007,4.9,4.91,4.89,
12/04/2007,4.89,4.9,4.89,
13/04/2007,4.88,4.88,4.89,
16/04/2007,4.88,4.87,4.88,
17/04/2007,4.87,4.85,4.86,
18/04/2007,4.86,4.84,4.84,
19/04/2007,4.85,4.83,4.84,
20/04/2007,4.85,4.83,4.85,
23/04/2007,4.85,4.83,4.84,
24/04/2007,4.84,4.83,4.83,
25/04/2007,4.83,4.84,4.83,
26/04/2007,4.82,4.81,4.84,
27/04/2007,4.81,4.75,4.83,
30/04/2007,4.79,4.69,4.83,
01/05/2007,4.76,4.59,4.81,
02/05/2007,4.77,4.62,4.82,
03/05/2007,4.76,4.64,4.83,
04/05/2007,4.76,4.64,4.83,
07/05/2007,4.77,4.65,4.83,
08/05/2007,4.76,4.66,4.82,
09/05/2007,4.74,4.65,4.79,
10/05/2007,4.73,4.67,4.75,
11/05/2007,4.73,4.65,4.72,
14/05/2007,4.73,4.61,4.74,
15/05/2007,4.7,4.69,4.71,
16/05/2007,4.62,4.64,4.67,
17/05/2007,4.68,4.7,4.71,
18/05/2007,4.7,4.69,4.78,
21/05/2007,4.76,4.76,4.81,
22/05/2007,4.79,4.91,4.82,
23/05/2007,4.77,4.9,4.81,
24/05/2007,4.77,4.9,4.79,
25/05/2007,4.75,4.88,4.77,
28/05/2007,.,.,.,
29/05/2007,4.76,4.87,4.8,
30/05/2007,4.71,4.85,4.79,
31/05/2007,4.6,4.69,4.76,
01/06/2007,4.66,4.71,4.78,
04/06/2007,4.68,4.69,4.79,
05/06/2007,4.7,4.66,4.79,
06/06/2007,4.67,4.68,4.75,
07/06/2007,4.67,4.7,4.77,
08/06/2007,4.64,4.67,4.74,
11/06/2007,4.6,4.61,4.76,
12/06/2007,4.59,4.56,4.77,
13/06/2007,4.53,4.53,4.74,
14/06/2007,4.52,4.42,4.73,
15/06/2007,4.43,4.37,4.68,
18/06/2007,4.51,4.37,4.73,
19/06/2007,4.52,4.35,4.71,
20/06/2007,4.61,4.33,4.77,
21/06/2007,4.57,4.07,4.76,
22/06/2007,4.59,4.18,4.75,
25/06/2007,4.69,4.3,4.81,
26/06/2007,4.69,4.44,4.81,
27/06/2007,4.64,4.15,4.75,
28/06/2007,4.64,3.97,4.75,
29/06/2007,4.68,4.16,4.74,
02/07/2007,4.81,4.4,4.82,
03/07/2007,4.81,4.67,4.82,
04/07/2007,.,.,.,
05/07/2007,4.81,4.65,4.83,
06/07/2007,4.81,4.6,4.81,
09/07/2007,4.83,4.54,4.85,
10/07/2007,4.81,4.64,4.83,
11/07/2007,4.81,4.63,4.84,
12/07/2007,4.83,4.62,4.85,
13/07/2007,4.83,4.61,4.85,
16/07/2007,4.84,4.62,4.87,
17/07/2007,4.82,4.67,4.87,
18/07/2007,4.82,4.67,4.85,
19/07/2007,4.84,4.67,4.86,
20/07/2007,4.83,4.65,4.85,
23/07/2007,4.88,4.76,4.89,
24/07/2007,4.88,4.95,4.87,
25/07/2007,4.85,4.94,4.85,
26/07/2007,4.78,4.89,4.76,
27/07/2007,4.72,4.8,4.75,
30/07/2007,4.82,4.85,4.8,
31/07/2007,4.82,5.03,4.79,
01/08/2007,4.75,4.96,4.76,
02/08/2007,4.75,4.93,4.75,
03/08/2007,4.72,4.85,4.72,
06/08/2007,4.74,4.83,4.72,
07/08/2007,4.8,4.95,4.78,
08/08/2007,4.81,4.94,4.81,
09/08/2007,4.67,4.6,4.67,
10/08/2007,4.44,4.28,4.62,
13/08/2007,4.61,4.51,4.7,
14/08/2007,4.51,4.53,4.62,
15/08/2007,4.1,4.1,4.31,
16/08/2007,3.69,3.03,4.07,
17/08/2007,3.65,2.91,4.04,
20/08/2007,3.08,2.35,4.02,
21/08/2007,3.51,3.1,3.93,
22/08/2007,3.58,3.04,3.93,
23/08/2007,3.79,3.71,4.04,
24/08/2007,4.13,4.16,4.16,
27/08/2007,4.5,4.67,4.51,
28/08/2007,4.28,4.51,4.31,
29/08/2007,3.88,3.94,4.14,
30/08/2007,3.74,3.62,4.06,
31/08/2007,3.91,3.95,4.06,
03/09/2007,.,.,.,
04/09/2007,4.35,4.48,4.35,
05/09/2007,4.24,4.32,4.24,
06/09/2007,4.18,4.2,4.25,
07/09/2007,3.96,3.95,4.05,
10/09/2007,3.86,3.86,4.05,
11/09/2007,4,4.05,4.11,
12/09/2007,3.93,3.92,4.05,
13/09/2007,3.97,3.96,4.11,
14/09/2007,3.9,3.77,4.07,
17/09/2007,4.05,3.71,4.15,
18/09/2007,3.91,3.8,3.97,
19/09/2007,3.83,3.54,3.94,
20/09/2007,3.69,3.38,3.96,
21/09/2007,3.64,3.15,3.95,
24/09/2007,3.76,3.22,3.96,
25/09/2007,3.7,3.28,3.91,
26/09/2007,3.64,3.18,3.91,
27/09/2007,3.62,3.22,3.92,
28/09/2007,3.72,3.34,3.94,
01/10/2007,3.83,3.39,4,
02/10/2007,3.86,3.55,4.01,
03/10/2007,3.86,3.59,4.01,
04/10/2007,3.85,3.54,4,
05/10/2007,3.89,3.48,4.05,
08/10/2007,.,.,.,
09/10/2007,3.96,3.59,4.12,
10/10/2007,3.95,3.73,4.11,
11/10/2007,4.01,3.9,4.11,
12/10/2007,4.09,4.04,4.15,
15/10/2007,4.19,4.16,4.23,
16/10/2007,4.14,4.06,4.17,
17/10/2007,3.91,3.66,4.02,
18/10/2007,3.66,3.12,3.94,
19/10/2007,3.75,3.35,3.93,
22/10/2007,3.9,3.58,4,
23/10/2007,3.88,3.9,3.97,
24/10/2007,3.75,3.76,3.86,
25/10/2007,3.84,3.84,3.88,
26/10/2007,3.86,3.9,3.91,
29/10/2007,3.91,3.88,3.95,
30/10/2007,3.86,3.95,3.92,
31/10/2007,3.84,3.93,3.94,
01/11/2007,3.71,3.83,3.81,
02/11/2007,3.52,3.67,3.66,
05/11/2007,3.62,3.81,3.8,
06/11/2007,3.66,3.91,3.76,
07/11/2007,3.4,3.71,3.63,
08/11/2007,3.3,3.5,3.55,
09/11/2007,3.19,3.37,3.52,
12/11/2007,.,.,.,
13/11/2007,3.41,3.71,3.63,
14/11/2007,3.33,3.8,3.57,
15/11/2007,3.22,3.69,3.44,
16/11/2007,3.32,3.74,3.45,
19/11/2007,3.32,3.72,3.43,
20/11/2007,3.17,3.58,3.3,
21/11/2007,3.02,3.48,3.17,
22/11/2007,.,.,.,
23/11/2007,3.15,3.61,3.28,
26/11/2007,3.06,3.53,3.23,
27/11/2007,3.08,3.61,3.26,
28/11/2007,2.98,3.47,3.27,
29/11/2007,2.92,3.34,3.19,
30/11/2007,3.08,3.6,3.26,
03/12/2007,2.99,3.57,3.17,
04/12/2007,3,3.1,3.12,
05/12/2007,3,3.1,3.14,
06/12/2007,3.02,3.03,3.18,
07/12/2007,3.04,2.98,3.2,
10/12/2007,2.98,2.99,3.2,
11/12/2007,2.87,2.84,3.07,
12/12/2007,2.81,2.84,3.1,
13/12/2007,2.8,2.64,3.12,
14/12/2007,2.81,2.55,3.16,
17/12/2007,3.01,2.69,3.28,
18/12/2007,2.98,2.7,3.26,
19/12/2007,2.85,2.6,3.22,
20/12/2007,2.85,2.34,3.16,
21/12/2007,2.92,2.35,3.27,
24/12/2007,3.26,2.61,3.45,
25/12/2007,.,.,.,
26/12/2007,3.24,2.97,3.46,
27/12/2007,3.09,2.78,3.32,
28/12/2007,3.1,2.47,3.34,
31/12/2007,3.29,2.61,3.37,
01/01/2008,.,.,.,
02/01/2008,3.18,3.02,3.21,
03/01/2008,3.16,3.13,3.18,
04/01/2008,3.12,3.16,3.12,
07/01/2008,3.19,3.21,3.18,
08/01/2008,3.17,3.25,3.16,
09/01/2008,3.14,3.28,3.12,
10/01/2008,3.16,3.32,3.11,
11/01/2008,3.02,3.18,2.98,
14/01/2008,3.11,3.14,2.97,
15/01/2008,3.09,3.09,2.95,
16/01/2008,3.06,3.08,2.95,
17/01/2008,3,3.01,2.92,
18/01/2008,2.79,2.56,2.78,
21/01/2008,.,.,.,
22/01/2008,2.3,2.08,2.34,
23/01/2008,2.16,2.03,2.19,
24/01/2008,2.32,2.14,2.41,
25/01/2008,2.25,2.01,2.34,
28/01/2008,2.29,2.05,2.29,
29/01/2008,2.23,2.09,2.29,
30/01/2008,2.16,1.89,2.23,
31/01/2008,1.92,1.6,2.02,
01/02/2008,2.06,1.7,2.09,
04/02/2008,2.22,2.1,2.16,
05/02/2008,2.14,2.18,2.07,
06/02/2008,2.05,2.08,2.04,
07/02/2008,2.12,2.15,2.07,
08/02/2008,2.18,2.2,2.06,
11/02/2008,2.25,2.31,2.07,
12/02/2008,2.25,2.5,2.06,
13/02/2008,2.22,2.45,2.04,
14/02/2008,2.26,2.46,2.06,
15/02/2008,2.16,2.36,2.02,
18/02/2008,.,.,.,
19/02/2008,2.23,2.34,2.08,
20/02/2008,2.2,2.36,2.11,
21/02/2008,2.15,2.31,2.04,
22/02/2008,2.15,2.29,2.08,
25/02/2008,2.15,2.31,2.07,
26/02/2008,2.09,2.3,2.03,
27/02/2008,1.94,2.17,1.97,
28/02/2008,1.86,2.05,1.9,
29/02/2008,1.81,2.04,1.78,
03/03/2008,1.67,2.01,1.76,
04/03/2008,1.63,1.99,1.72,
05/03/2008,1.5,1.9,1.71,
06/03/2008,1.37,1.73,1.58,
07/03/2008,1.42,1.65,1.53,
10/03/2008,1.33,1.66,1.42,
11/03/2008,1.45,1.8,1.6,
12/03/2008,1.45,1.67,1.53,
13/03/2008,1.33,1.55,1.47,
14/03/2008,1.16,1.18,1.29,
17/03/2008,1.09,1.15,1.28,
18/03/2008,0.91,0.7,1.29,
19/03/2008,0.6,0.25,1.2,
20/03/2008,0.62,0.35,1.18,
21/03/2008,.,.,.,
24/03/2008,1.23,0.58,1.57,
25/03/2008,1.27,1.45,1.53,
26/03/2008,1.27,1.34,1.45,
27/03/2008,1.28,1.3,1.46,
28/03/2008,1.31,1.27,1.47,
31/03/2008,1.36,1.18,1.48,
01/04/2008,1.38,1.53,1.5,
02/04/2008,1.39,1.53,1.53,
03/04/2008,1.38,1.55,1.53,
04/04/2008,1.33,1.49,1.5,
07/04/2008,1.43,1.4,1.58,
08/04/2008,1.39,1.32,1.55,
09/04/2008,1.29,1.04,1.48,
10/04/2008,1.25,0.95,1.46,
11/04/2008,1.17,0.87,1.37,
14/04/2008,1.07,0.82,1.38,
15/04/2008,1.09,0.83,1.39,
16/04/2008,1.11,0.84,1.46,
17/04/2008,1.21,0.84,1.55,
18/04/2008,1.32,0.86,1.64,
21/04/2008,1.33,0.83,1.65,
22/04/2008,1.26,0.71,1.61,
23/04/2008,1.24,0.76,1.6,
24/04/2008,1.24,0.78,1.62,
25/04/2008,1.31,0.76,1.69,
28/04/2008,1.42,0.86,1.7,
29/04/2008,1.44,1.26,1.7,
30/04/2008,1.41,1.15,1.6,
01/05/2008,1.42,1.2,1.69,
02/05/2008,1.47,1.21,1.68,
05/05/2008,1.51,1.3,1.72,
06/05/2008,1.6,1.51,1.72,
07/05/2008,1.64,1.54,1.71,
08/05/2008,1.63,1.52,1.7,
09/05/2008,1.66,1.57,1.7,
12/05/2008,1.74,1.7,1.83,
13/05/2008,1.8,1.83,1.85,
14/05/2008,1.79,1.83,1.86,
15/05/2008,1.8,1.81,1.85,
16/05/2008,1.81,1.82,1.86,
19/05/2008,1.79,1.92,1.85,
20/05/2008,1.83,1.94,1.86,
21/05/2008,1.83,1.93,1.86,
22/05/2008,1.83,1.95,1.9,
23/05/2008,1.82,1.9,1.89,
26/05/2008,.,.,.,
27/05/2008,1.86,1.89,1.9,
28/05/2008,1.86,2.05,1.95,
29/05/2008,1.87,2,1.88,
30/05/2008,1.85,1.96,1.96,
02/06/2008,1.82,1.92,1.95,
03/06/2008,1.82,1.93,1.95,2.08
04/06/2008,1.81,1.82,1.94,2.08
05/06/2008,1.82,1.76,1.95,2.09
06/06/2008,1.81,1.72,1.95,2.06
09/06/2008,1.86,1.77,2.07,2.22
10/06/2008,1.98,1.97,2.19,2.44
11/06/2008,1.92,1.88,2.13,2.39
12/06/2008,1.96,1.89,2.22,2.53
13/06/2008,1.95,1.83,2.24,2.54
16/06/2008,2.04,1.85,2.36,2.58
17/06/2008,1.96,1.79,2.27,2.49
18/06/2008,1.89,1.67,2.23,2.44
19/06/2008,1.87,1.56,2.23,2.48
20/06/2008,1.83,1.45,2.17,2.4
23/06/2008,1.85,1.49,2.26,2.47
24/06/2008,1.8,1.56,2.2,2.43
25/06/2008,1.78,1.46,2.17,2.38
26/06/2008,1.7,1.39,2.11,2.3
27/06/2008,1.64,1.25,2.07,2.26
30/06/2008,1.87,1.54,2.12,2.27
01/07/2008,1.84,1.89,2.08,2.31
02/07/2008,1.79,1.84,2.05,2.28
03/07/2008,1.81,1.83,2.04,2.23
04/07/2008,.,.,.,.
07/07/2008,1.84,1.77,2.05,2.19
08/07/2008,1.83,1.83,2.04,2.19
09/07/2008,1.79,1.79,2,2.14
10/07/2008,1.64,1.45,1.96,2.13
11/07/2008,1.58,1.35,1.96,2.22
14/07/2008,1.5,1.39,1.91,2.16
15/07/2008,1.37,1.47,1.86,2.08
16/07/2008,1.35,1.34,1.84,2.09
17/07/2008,1.4,1.29,1.87,2.18
18/07/2008,1.45,1.25,1.86,2.18
21/07/2008,1.46,1.29,1.89,2.21
22/07/2008,1.52,1.48,1.9,2.24
23/07/2008,1.56,1.57,1.86,2.29
24/07/2008,1.62,1.67,1.85,2.17
25/07/2008,1.71,1.7,1.9,2.24
28/07/2008,1.7,1.65,1.88,2.19
29/07/2008,1.69,1.7,1.91,2.29
30/07/2008,1.67,1.64,1.85,2.26
31/07/2008,1.65,1.52,1.84,2.2
01/08/2008,1.63,1.49,1.83,2.18
04/08/2008,1.72,1.57,1.93,2.2
05/08/2008,1.72,1.7,1.92,2.19
06/08/2008,1.61,1.5,1.87,2.19
07/08/2008,1.63,1.5,1.87,2.1
08/08/2008,1.67,1.6,1.9,2.12
11/08/2008,1.84,1.73,2,2.19
12/08/2008,1.83,1.7,2,2.11
13/08/2008,1.82,1.77,1.95,2.11
14/08/2008,1.85,1.73,1.95,2.07
15/08/2008,1.81,1.7,1.94,2.05
18/08/2008,1.79,1.74,1.98,2.08
19/08/2008,1.77,1.8,1.92,2.04
20/08/2008,1.68,1.72,1.86,1.99
21/08/2008,1.69,1.71,1.9,2.03
22/08/2008,1.67,1.65,1.92,2.09
25/08/2008,1.71,1.63,1.92,2.05
26/08/2008,1.68,1.65,1.9,2.13
27/08/2008,1.64,1.56,1.88,2.1
28/08/2008,1.71,1.6,1.93,2.12
29/08/2008,1.69,1.6,1.92,2.11
01/09/2008,.,.,.,.
02/09/2008,1.69,1.61,1.89,2.06
03/09/2008,1.67,1.54,1.86,2.02
04/09/2008,1.66,1.53,1.85,1.98
05/09/2008,1.65,1.5,1.86,2.01
08/09/2008,1.69,1.56,1.88,2.05
09/09/2008,1.63,1.57,1.85,2
10/09/2008,1.62,1.56,1.83,2
11/09/2008,1.58,1.51,1.81,1.95
12/09/2008,1.46,1.35,1.8,1.96
15/09/2008,1.03,0.28,1.52,1.61
16/09/2008,0.84,0.23,1.5,1.67
17/09/2008,0.03,0.07,1.02,1.46
18/09/2008,0.23,0.26,0.78,1.48
19/09/2008,0.97,0.73,1.51,1.98
22/09/2008,1.29,0.69,1.73,1.99
23/09/2008,0.81,0.3,1.61,1.95
24/09/2008,0.5,0.12,1.43,1.85
25/09/2008,0.75,0.38,1.54,1.91
26/09/2008,0.86,0.17,1.51,1.76
29/09/2008,0.96,0.06,1.46,1.56
30/09/2008,0.9,1.01,1.57,1.73
01/10/2008,0.84,0.65,1.46,1.67
02/10/2008,0.62,0.19,1.19,1.41
03/10/2008,0.5,0.13,1.11,1.37
06/10/2008,0.54,0.15,1.1,1.2
07/10/2008,0.81,0.38,1.12,1.23
08/10/2008,0.67,0.21,1.05,1.24
09/10/2008,0.58,0.17,1.05,1.29
10/10/2008,0.24,0.06,0.82,1.03
13/10/2008,.,.,.,.
14/10/2008,0.34,0.05,1.05,1.16
15/10/2008,0.22,0.05,0.9,1.09
16/10/2008,0.45,0.1,1.16,1.24
17/10/2008,0.8,0.07,1.22,1.29
20/10/2008,1.24,0.42,1.7,1.65
21/10/2008,1.09,0.69,1.58,1.69
22/10/2008,1.03,0.57,1.5,1.6
23/10/2008,0.96,0.35,1.48,1.57
24/10/2008,0.86,0.28,1.4,1.56
27/10/2008,0.84,0.23,1.34,1.53
28/10/2008,0.76,0.41,1.23,1.49
29/10/2008,0.61,0.4,1.08,1.37
30/10/2008,0.4,0.13,0.98,1.32
31/10/2008,0.44,0.11,0.92,1.3
03/11/2008,0.49,0.18,1.06,1.27
04/11/2008,0.48,0.29,1.02,1.25
05/11/2008,0.39,0.15,0.89,1.19
06/11/2008,0.31,0.13,0.82,1.14
07/11/2008,0.3,0.12,0.82,1.16
10/11/2008,0.29,0.1,0.91,1.13
11/11/2008,.,.,.,.
12/11/2008,0.18,0.1,0.74,1
13/11/2008,0.21,0.08,0.92,1.13
14/11/2008,0.14,0.06,0.88,1.11
17/11/2008,0.12,0.06,0.81,1.05
18/11/2008,0.12,0.1,0.76,1.03
19/11/2008,0.07,0.09,0.65,0.95
20/11/2008,0.03,0.05,0.51,0.85
21/11/2008,0.02,0.03,0.44,0.81
24/11/2008,0.13,0.01,0.54,0.92
25/11/2008,0.1,0.04,0.53,0.93
26/11/2008,0.05,0.02,0.48,0.91
27/11/2008,.,.,.,.
28/11/2008,0.01,0.02,0.43,0.88
01/12/2008,0.07,0.09,0.44,0.79
02/12/2008,0.06,0.04,0.42,0.75
03/12/2008,0.02,0.02,0.35,0.68
04/12/2008,0.02,0.01,0.26,0.59
05/12/2008,0.02,0.02,0.22,0.51
08/12/2008,0.03,0.01,0.28,0.5
09/12/2008,0.03,0.04,0.25,0.46
10/12/2008,0,0,0.21,0.46
11/12/2008,0.01,-0.01,0.22,0.48
12/12/2008,0.02,0.03,0.21,0.47
15/12/2008,0.04,0,0.28,0.47
16/12/2008,0.04,0.05,0.23,0.44
17/12/2008,0.05,0.03,0.19,0.44
18/12/2008,0,0.03,0.15,0.42
19/12/2008,0.02,-0.01,0.14,0.43
22/12/2008,0.01,0.01,0.27,0.39
23/12/2008,0.02,0.01,0.26,0.4
24/12/2008,0,0,0.23,0.38
25/12/2008,.,.,.,.
26/12/2008,0.03,0.01,0.23,0.36
29/12/2008,0.06,0.04,0.25,0.34
30/12/2008,0.1,0.11,0.26,0.32
31/12/2008,0.11,0.11,0.27,0.35
01/01/2009,.,.,.,.
02/01/2009,0.08,0.04,0.28,0.38
05/01/2009,0.14,0.04,0.32,0.41
06/01/2009,0.14,0.05,0.31,0.42
07/01/2009,0.11,0.03,0.29,0.41
08/01/2009,0.09,0.04,0.28,0.41
09/01/2009,0.07,0.03,0.28,0.4
12/01/2009,0.12,0.03,0.29,0.4
13/01/2009,0.11,0.02,0.29,0.42
14/01/2009,0.12,0.07,0.28,0.41
15/01/2009,0.11,0.03,0.29,0.41
16/01/2009,0.12,0.04,0.29,0.42
19/01/2009,.,.,.,.
20/01/2009,0.13,0.03,0.3,0.41
21/01/2009,0.11,0.03,0.3,0.42
22/01/2009,0.1,0.03,0.29,0.41
23/01/2009,0.11,0.03,0.3,0.44
26/01/2009,0.15,0.01,0.34,0.45
27/01/2009,0.13,0.05,0.32,0.45
28/01/2009,0.19,0.08,0.33,0.46
29/01/2009,0.23,0.14,0.35,0.48
30/01/2009,0.24,0.14,0.35,0.48
02/02/2009,0.27,0.18,0.39,0.48
03/02/2009,0.32,0.28,0.4,0.5
04/02/2009,0.3,0.26,0.4,0.5
05/02/2009,0.29,0.21,0.42,0.51
06/02/2009,0.28,0.21,0.43,0.53
09/02/2009,0.32,0.21,0.47,0.56
10/02/2009,0.31,0.24,0.44,0.59
11/02/2009,0.3,0.22,0.45,0.59
12/02/2009,0.29,0.25,0.42,0.57
13/02/2009,0.29,0.23,0.45,0.6
16/02/2009,.,.,.,.
17/02/2009,0.32,0.25,0.47,0.59
18/02/2009,0.31,0.23,0.49,0.62
19/02/2009,0.3,0.22,0.5,0.65
20/02/2009,0.27,0.19,0.47,0.62
23/02/2009,0.3,0.18,0.5,0.67
24/02/2009,0.32,0.22,0.49,0.69
25/02/2009,0.3,0.21,0.51,0.72
26/02/2009,0.27,0.18,0.46,0.7
27/02/2009,0.26,0.16,0.44,0.69
02/03/2009,0.28,0.15,0.44,0.64
03/03/2009,0.27,0.14,0.43,0.65
04/03/2009,0.26,0.14,0.43,0.67
05/03/2009,0.2,0.1,0.39,0.63
06/03/2009,0.2,0.08,0.38,0.63
09/03/2009,0.23,0.11,0.46,0.66
10/03/2009,0.24,0.14,0.46,0.7
11/03/2009,0.23,0.14,0.45,0.7
12/03/2009,0.21,0.1,0.44,0.69
13/03/2009,0.19,0.08,0.41,0.66
16/03/2009,0.24,0.09,0.45,0.67
17/03/2009,0.24,0.14,0.44,0.67
18/03/2009,0.21,0.15,0.39,0.58
19/03/2009,0.2,0.09,0.39,0.58
20/03/2009,0.21,0.08,0.4,0.58
23/03/2009,0.22,0.08,0.4,0.58
24/03/2009,0.21,0.05,0.41,0.6
25/03/2009,0.19,0.02,0.4,0.58
26/03/2009,0.15,0.01,0.38,0.55
27/03/2009,0.13,0.02,0.38,0.56
30/03/2009,0.18,0.04,0.41,0.56
31/03/2009,0.21,0.17,0.42,0.55
01/04/2009,0.22,0.18,0.4,0.55
02/04/2009,0.22,0.17,0.4,0.56
03/04/2009,0.21,0.16,0.41,0.57
06/04/2009,0.2,0.16,0.4,0.56
07/04/2009,0.2,0.17,0.39,0.59
08/04/2009,0.18,0.15,0.38,0.58
09/04/2009,0.18,0.13,0.38,0.59
10/04/2009,.,.,.,.
13/04/2009,0.18,0.12,0.37,0.56
14/04/2009,0.17,0.09,0.35,0.53
15/04/2009,0.15,0.07,0.33,0.52
16/04/2009,0.13,0.02,0.32,0.52
17/04/2009,0.14,0.04,0.35,0.55
20/04/2009,0.14,0.03,0.34,0.52
21/04/2009,0.15,0.07,0.34,0.51
22/04/2009,0.14,0.08,0.32,0.49
